trial, l_pos_x, l_pos_y, l_pos_z, l_pos_score, l_rot_x, l_rot_y, l_rot_z, l_rot_w, l_rot_score, r_pos_x, r_pos_y, r_pos_z, r_pos_score, r_rot_x, r_rot_y, r_rot_z, r_rot_w, r_rot_score, timestamp, score
7: offset_cont_mir_0_0_0, -0.09145559, 0.8461006, 0.5753256, 0.05, 0.1013283, -0.04162342, 0.0362701, -0.99332, 0.26, 0.1094284, 0.8504218, 0.5795863, 0.06, 0.1005656, 0.003835866, -0.04228335, -0.9940242, 0.25, 8.868582, 0.155
7: offset_cont_mir_0_0_0, -0.09055924, 0.8491609, 0.5757338, 0.11, 0.1055127, -0.03720628, 0.03789901, -0.9929988, 0.25, 0.10797, 0.8532059, 0.5804228, 0.13, 0.1023459, 0.001631305, -0.04223439, -0.9938506, 0.25, 8.88278, 0.185
7: offset_cont_mir_0_0_0, -0.08964331, 0.852194, 0.5761755, 0.17, 0.108821, -0.03301973, 0.03902074, -0.9927463, 0.24, 0.1064225, 0.8555602, 0.5811697, 0.18, 0.1021973, 0.002211316, -0.04393169, -0.9937912, 0.25, 8.896577, 0.21
7: offset_cont_mir_0_0_0, -0.08870864, 0.8550542, 0.5767772, 0.22, 0.109566, -0.02996606, 0.04047072, -0.9927031, 0.24, 0.1048345, 0.8571618, 0.5825595, 0.21, 0.092734, 0.002407005, -0.0464986, -0.9946017, 0.27, 8.910383, 0.235
7: offset_cont_mir_0_0_0, -0.08791916, 0.8575024, 0.5774307, 0.25, 0.107906, -0.02892211, 0.04265232, -0.9928246, 0.25, 0.1030846, 0.8590929, 0.5840313, 0.24, 0.08488163, 0.00267846, -0.04830746, -0.9952158, 0.3, 8.924359, 0.26
7: offset_cont_mir_0_0_0, -0.08732854, 0.8598533, 0.5782925, 0.3, 0.105494, -0.02686083, 0.04384495, -0.9930897, 0.26, 0.101467, 0.8613426, 0.5850067, 0.3, 0.08236485, 0.003956038, -0.0462749, -0.9955195, 0.31, 8.938133, 0.2925
7: offset_cont_mir_0_0_0, -0.08685432, 0.8623794, 0.579093, 0.28, 0.1050516, -0.02315004, 0.04493672, -0.9931812, 0.3, 0.1000375, 0.8637921, 0.5858349, 0.26, 0.08166718, 0.004549699, -0.04369832, -0.9956908, 0.35, 8.952128, 0.2975
7: offset_cont_mir_0_0_0, -0.08648165, 0.8649609, 0.5796164, 0.33, 0.1075165, -0.0192994, 0.04645481, -0.9929299, 0.3, 0.09877649, 0.8662622, 0.5864235, 0.32, 0.08345069, 0.002906339, -0.04270268, -0.9955923, 0.35, 8.966096, 0.325
7: offset_cont_mir_0_0_0, -0.08616036, 0.8675847, 0.5801046, 0.37, 0.1105025, -0.01446308, 0.04828081, -0.9925971, 0.29, 0.09750757, 0.868434, 0.586922, 0.35, 0.08456453, 0.0006438121, -0.04438067, -0.9954289, 0.35, 8.98004, 0.34
7: offset_cont_mir_0_0_0, -0.08587263, 0.8703381, 0.5804052, 0.39, 0.112445, -0.0109143, 0.04949494, -0.9923645, 0.29, 0.0960348, 0.8705987, 0.5873612, 0.37, 0.08569743, -0.002222829, -0.04886365, -0.9951198, 0.35, 8.993894, 0.35
