trial, l_pos_x, l_pos_y, l_pos_z, l_pos_score, l_rot_x, l_rot_y, l_rot_z, l_rot_w, l_rot_score, r_pos_x, r_pos_y, r_pos_z, r_pos_score, r_rot_x, r_rot_y, r_rot_z, r_rot_w, r_rot_score, timestamp, score
7: offset_cont_mir_0_0_0, -0.06241677, 0.9217659, 0.5633065, 0, -0.03059737, 0.04285615, -0.02559551, 0.9982846, 0.46, 0.06155924, 0.9181449, 0.5619438, 0.02, 0.07426912, 0.08409044, -0.005191004, -0.993673, 0.35, 9.091182, 0.2075
7: offset_cont_mir_0_0_0, -0.06292126, 0.9214472, 0.5641558, 0.02, -0.02972165, 0.04183041, -0.02346466, 0.9984069, 0.46, 0.06154084, 0.9159094, 0.5619208, 0.05, 0.07242633, 0.08469375, -0.005528391, -0.9937559, 0.36, 9.105669, 0.2225
7: offset_cont_mir_0_0_0, -0.06338061, 0.921298, 0.564791, 0.05, -0.03036118, 0.04207366, -0.02075442, 0.9984374, 0.47, 0.06148197, 0.9134651, 0.5618503, 0.08, 0.07063898, 0.08555976, -0.006043865, -0.9938074, 0.37, 9.119347, 0.2425
7: offset_cont_mir_0_0_0, -0.06350267, 0.9211594, 0.5650864, 0.07, -0.03026273, 0.04301277, -0.02021898, 0.9984114, 0.47, 0.06145018, 0.9108974, 0.5617443, 0.12, 0.06842284, 0.08634199, -0.005876777, -0.9938958, 0.38, 9.132855, 0.26
7: offset_cont_mir_0_0_0, -0.06348965, 0.9208639, 0.565474, 0.11, -0.02924546, 0.0437113, -0.02124323, 0.9983901, 0.48, 0.06143767, 0.907873, 0.5615464, 0.17, 0.06497046, 0.0870858, -0.004768271, -0.9940686, 0.4, 9.146923, 0.29
7: offset_cont_mir_0_0_0, -0.06352638, 0.9203835, 0.5663306, 0.12, -0.02840181, 0.04409328, -0.02291683, 0.9983607, 0.49, 0.06138673, 0.9047681, 0.5612561, 0.18, 0.06165424, 0.0881933, -0.003978066, -0.9941856, 0.42, 9.160848, 0.3025
7: offset_cont_mir_0_0_0, -0.06362466, 0.9195566, 0.5677471, 0.24, -0.02697997, 0.04437682, -0.025952, 0.9983132, 0.53, 0.06128168, 0.9016708, 0.5608649, 0.26, 0.0586016, 0.08898892, -0.003897409, -0.9942997, 0.47, 9.174842, 0.375
7: offset_cont_mir_0_0_0, -0.06379179, 0.9190556, 0.568572, 0.26, -0.02549096, 0.04380602, -0.02709373, 0.9983472, 0.54, 0.06113361, 0.8983719, 0.5602761, 0.25, 0.05597496, 0.08916016, -0.004770608, -0.9944318, 0.49, 9.188679, 0.385
7: offset_cont_mir_0_0_0, -0.06416536, 0.9187397, 0.569277, 0.3, -0.0244367, 0.04229378, -0.02691742, 0.9984435, 0.55, 0.06088822, 0.8949451, 0.5594737, 0.24, 0.05361075, 0.09035216, -0.006146898, -0.9944469, 0.5, 9.202855, 0.3975
7: offset_cont_mir_0_0_0, -0.06458904, 0.9188477, 0.5696265, 0.31, -0.02474071, 0.04071255, -0.02527676, 0.9985448, 0.56, 0.06055781, 0.8916317, 0.5587116, 0.19, 0.05121761, 0.09225132, -0.007365334, -0.9943904, 0.52, 9.216583, 0.395
7: offset_cont_mir_0_0_0, -0.0647976, 0.9191116, 0.5696471, 0.31, -0.02572156, 0.04055901, -0.02388673, 0.9985604, 0.57, 0.06015745, 0.8883163, 0.5579558, 0.14, 0.04866294, 0.09494235, -0.008982873, -0.9942521, 0.53, 9.230429, 0.3875
7: offset_cont_mir_0_0_0, -0.06473511, 0.919297, 0.5694901, 0.33, -0.02614995, 0.04113545, -0.02401832, 0.9985225, 0.59, 0.05976999, 0.8849307, 0.5572405, 0.06, 0.04578598, 0.09805842, -0.01039976, -0.9940725, 0.56, 9.244438, 0.385
7: offset_cont_mir_0_0_0, -0.0646594, 0.9193529, 0.5694208, 0.32, -0.02620706, 0.04148189, -0.02450795, 0.9984947, 0.61, 0.04712451, 0.9234631, 0.565559, 0.01, 0.06721203, 0.1469094, -0.04645552, -0.9857699, 0.46, 9.258386, 0.35
7: offset_cont_mir_0_0_0, -0.06483441, 0.9194013, 0.5699515, 0.34, -0.02646976, 0.04177278, -0.02554223, 0.9984499, 0.62, 0.04753305, 0.9240103, 0.5662801, 0.03, 0.06836426, 0.1455692, -0.04774604, -0.9858277, 0.47, 9.272178, 0.365
7: offset_cont_mir_0_0_0, -0.06492542, 0.9194719, 0.5702566, 0.32, -0.02687651, 0.04224476, -0.02677989, 0.9983867, 0.64, 0.04787542, 0.9245843, 0.5669366, 0.02, 0.06901299, 0.1456537, -0.04770587, -0.985772, 0.48, 9.286189, 0.365
