trial, l_pos_x, l_pos_y, l_pos_z, l_pos_score, l_rot_x, l_rot_y, l_rot_z, l_rot_w, l_rot_score, r_pos_x, r_pos_y, r_pos_z, r_pos_score, r_rot_x, r_rot_y, r_rot_z, r_rot_w, r_rot_score, timestamp, score
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1298805, 0.8710454, 0.6066776, 0.62, -0.01915343, 0.350651, -0.01119869, -0.9362434, 0.01, 17.30477, 0.315
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1308451, 0.8708582, 0.6048238, 0.63, -0.01623793, 0.3447001, -0.01477683, -0.9384561, 0.03, 17.31915, 0.33
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1320391, 0.8709813, 0.6029679, 0.65, -0.0133637, 0.3395325, -0.01384768, -0.9403975, 0.04, 17.33259, 0.345
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.133346, 0.8711355, 0.601144, 0.66, -0.01150319, 0.3346606, -0.01049947, -0.9422101, 0.04, 17.34664, 0.35
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1346479, 0.8711729, 0.5994884, 0.66, -0.01132244, 0.3287115, -0.006102909, -0.9443429, 0.04, 17.36048, 0.35
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.135743, 0.8709548, 0.5979391, 0.66, -0.01344492, 0.3231669, -0.001554725, -0.9462453, 0.05, 17.37443, 0.355
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1367294, 0.8706795, 0.5962372, 0.66, -0.01427323, 0.3174241, 0.0002644963, -0.9481762, 0.07, 17.38821, 0.365
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1375817, 0.8703073, 0.5943843, 0.65, -0.0145314, 0.311186, 0.0002382612, -0.9502379, 0.08, 17.40228, 0.365
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1382393, 0.8700212, 0.5922796, 0.63, -0.01353639, 0.3068478, -0.000648445, -0.9516621, 0.09, 17.41648, 0.36
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1388415, 0.869803, 0.5900885, 0.61, -0.01140448, 0.3028661, -0.002151422, -0.9529625, 0.11, 17.43003, 0.36
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1394777, 0.8694948, 0.5880865, 0.6, -0.009982752, 0.2980041, -0.003371483, -0.9545065, 0.14, 17.444, 0.37
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1400674, 0.8691206, 0.5863007, 0.62, -0.01022842, 0.292503, -0.00387854, -0.9562021, 0.15, 17.45797, 0.385
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1406758, 0.868883, 0.5845461, 0.61, -0.01073974, 0.2868838, -0.003100695, -0.9579002, 0.16, 17.47186, 0.385
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1413257, 0.8689255, 0.5828938, 0.61, -0.01060184, 0.2814707, 7.235678E-05, -0.9595113, 0.16, 17.48591, 0.385
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1420198, 0.8690374, 0.5812674, 0.62, -0.009865974, 0.2761352, 0.004135875, -0.9610593, 0.2, 17.49974, 0.41
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1424799, 0.86904, 0.5797405, 0.57, -0.009900634, 0.270043, 0.005764733, -0.9627801, 0.22, 17.5138, 0.395
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1426229, 0.8690017, 0.5783622, 0.45, -0.0111206, 0.2640377, 0.00538535, -0.9644333, 0.18, 17.52764, 0.315
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1425415, 0.8690926, 0.5769577, 0.36, -0.01171539, 0.2592546, 0.004645137, -0.9657269, 0.1, 17.54155, 0.23
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1424358, 0.8693711, 0.575496, 0.25, -0.0109872, 0.255161, 0.004422868, -0.966826, 0.02, 17.55544, 0.135
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1422477, 0.8698733, 0.5741107, 0.15, -0.009222099, 0.250732, 0.004569732, -0.9680018, 0.08, 17.56926, 0.115
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1418313, 0.8703868, 0.5728709, 0.04, -0.007939779, 0.2462315, 0.003640612, -0.9691718, 0.07, 17.58332, 0.055
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09756184, 0.8776278, 0.5694967, 0.02, 0.02743471, 0.2191893, -0.02324279, -0.9750196, 0, 18.46041, 0.01
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08001241, 0.9193745, 0.5431987, 0.01, 0.04311266, 0.3091582, -0.08715725, -0.9460265, 0.23, 19.43501, 0.12
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08059764, 0.9218621, 0.5436247, 0.03, 0.04691831, 0.3103092, -0.09502205, -0.9447104, 0.24, 19.44877, 0.135
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08139637, 0.9243084, 0.5442753, 0.01, 0.05048039, 0.3102917, -0.1013859, -0.9438706, 0.27, 19.46282, 0.14
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08245406, 0.926671, 0.5452195, 0.02, 0.05308702, 0.3081495, -0.1052134, -0.9440104, 0.28, 19.47677, 0.15
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08449048, 0.9310579, 0.5476348, 0.04, 0.05323115, 0.305135, -0.1078862, -0.9446796, 0.28, 19.50458, 0.16
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08601722, 0.9349165, 0.5497099, 0.02, 0.05551324, 0.3072031, -0.1122965, -0.9433631, 0.31, 19.53257, 0.165
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08852535, 0.9400573, 0.554701, 0.04, 0.05908776, 0.3047677, -0.1294773, -0.941733, 0.36, 19.58795, 0.2
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08993199, 0.9443465, 0.5572543, 0.01, 0.0590649, 0.3132077, -0.1329087, -0.9384816, 0.4, 19.64382, 0.205
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09049046, 0.9511582, 0.5595837, 0.02, 0.07205023, 0.3124489, -0.1574817, -0.934015, 0.42, 19.72735, 0.22
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09161431, 0.9569727, 0.5621738, 0.01, 0.07825043, 0.3125767, -0.1512642, -0.9345009, 0.43, 19.8108, 0.22
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08145741, 0.9738113, 0.5560584, 0.01, 0.08259766, 0.3324333, -0.1824515, -0.9216167, 0.53, 20.31196, 0.27
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08127016, 0.9813955, 0.5584609, 0.02, 0.09279527, 0.327541, -0.1929535, -0.9202581, 0.53, 20.35381, 0.275
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08142611, 0.9883608, 0.5612432, 0.03, 0.09952193, 0.3229713, -0.2001809, -0.9196264, 0.52, 20.39561, 0.275
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0816488, 0.9946416, 0.5639904, 0.03, 0.1001034, 0.3227714, -0.1965526, -0.9204157, 0.56, 20.43734, 0.295
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08167186, 1.000074, 0.5680302, 0.02, 0.1076619, 0.3149585, -0.2058871, -0.9202286, 0.56, 20.49289, 0.29
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0807749, 1.001295, 0.5745395, 0.01, 0.1052728, 0.3144776, -0.2179553, -0.9178872, 0.62, 20.59044, 0.315
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0827578, 1.001211, 0.582256, 0.01, 0.09955173, 0.3103082, -0.2107543, -0.9216186, 0.66, 20.6741, 0.335
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08332404, 1.005352, 0.5893803, 0.01, 0.1041987, 0.311996, -0.2176156, -0.9189367, 0.7, 20.86897, 0.355
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08451384, 1.012508, 0.5942234, 0.03, 0.1133802, 0.305005, -0.218646, -0.9199515, 0.68, 20.93857, 0.355
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08791223, 1.021746, 0.6045093, 0, 0.1212356, 0.2945483, -0.2144298, -0.9233435, 0.63, 21.03612, 0.315
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08974823, 1.02425, 0.6115882, 0.01, 0.1216593, 0.2884078, -0.2157598, -0.924915, 0.56, 21.0916, 0.285
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09361148, 1.024944, 0.6274049, 0.01, 0.1155685, 0.2752966, -0.2081644, -0.9314093, 0.48, 21.20309, 0.245
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09391889, 1.024397, 0.6292678, 0.03, 0.114271, 0.2748326, -0.2096338, -0.9313769, 0.47, 21.21708, 0.25
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09558553, 1.022737, 0.6362004, 0.03, 0.1106766, 0.2721691, -0.2044433, -0.9337439, 0.41, 21.27258, 0.22
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09681007, 1.020278, 0.6417356, 0.01, 0.1042679, 0.2671735, -0.2050294, -0.9357936, 0.35, 21.31447, 0.18
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09785613, 1.017273, 0.6466073, 0.01, 0.09922586, 0.2655318, -0.20173, -0.9375244, 0.31, 21.35629, 0.16
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09855866, 1.012985, 0.6507309, 0.02, 0.08884995, 0.2648206, -0.1965204, -0.9398699, 0.3, 21.39808, 0.16
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1169191, 0.9364866, 0.6506839, 0.03, -0.0521309, 0.3868538, -0.06091095, -0.9186492, 0.16, 63.69257, 0.095
6: offset_cont_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1173124, 0.9395048, 0.6504275, 0.17, -0.04756666, 0.3858688, -0.06196626, -0.9192404, 0.12, 63.70676, 0.145
