trial, l_pos_x, l_pos_y, l_pos_z, l_pos_score, l_rot_x, l_rot_y, l_rot_z, l_rot_w, l_rot_score, r_pos_x, r_pos_y, r_pos_z, r_pos_score, r_rot_x, r_rot_y, r_rot_z, r_rot_w, r_rot_score, timestamp, score
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1699012, 0.8665455, 0.6260781, 0.38, 0.06669484, 0.05222941, 0.1156046, -0.9896765, 0.03, 6.595007, 0.205
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1691942, 0.8680117, 0.6280733, 0.37, 0.04442377, 0.07489632, 0.1260484, -0.9881948, 0.05, 6.609276, 0.21
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1688534, 0.869217, 0.6301455, 0.36, 0.0172975, 0.09769076, 0.140782, -0.9850572, 0.06, 6.622982, 0.21
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1690798, 0.8699656, 0.6321788, 0.34, -0.01329828, 0.1167008, 0.1582631, -0.9803861, 0.06, 6.636977, 0.2
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1698385, 0.8710321, 0.6341777, 0.31, -0.0386254, 0.1300471, 0.17574, -0.9750443, 0.02, 6.65083, 0.165
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1741561, 0.8705237, 0.6429962, 0.11, -0.1735018, 0.142269, 0.2063232, -0.9524114, 0, 6.719715, 0.055
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1739701, 0.8708799, 0.6427525, 0.12, -0.1855834, 0.1431152, 0.1825274, -0.9548616, 0.03, 6.734121, 0.075
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.174174, 0.8716673, 0.6420538, 0.12, -0.1902976, 0.1428021, 0.1593419, -0.9581255, 0.07, 6.748005, 0.095
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1746435, 0.8723403, 0.6413951, 0.13, -0.1977905, 0.1406508, 0.1413971, -0.9597412, 0.11, 6.761828, 0.12
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1757147, 0.8728233, 0.6404494, 0.11, -0.2040069, 0.1343315, 0.1206905, -0.9621694, 0.15, 6.775741, 0.13
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1767889, 0.8731268, 0.6394892, 0.09, -0.2095569, 0.1275063, 0.1009924, -0.9641725, 0.18, 6.789563, 0.135
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.177801, 0.8736398, 0.6385031, 0.02, -0.2132927, 0.1194883, 0.08167859, -0.9662077, 0.15, 6.803346, 0.085
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1794235, 0.8746524, 0.6348805, 0.01, -0.2206362, 0.1074398, 0.04964904, -0.9681484, 0.2, 6.830683, 0.105
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1797083, 0.874972, 0.6308153, 0.01, -0.2243255, 0.1050518, 0.01508541, -0.9687181, 0.24, 6.858555, 0.125
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1799954, 0.8720629, 0.6146514, 0.01, -0.2250853, 0.07955357, -0.05623133, -0.9694564, 0.34, 6.98358, 0.175
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1704456, 0.8632855, 0.6069263, 0, -0.2217087, 0.09144804, -0.09775972, -0.9658807, 0.34, 7.122461, 0.17
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1564129, 0.8556232, 0.6013628, 0.01, -0.239405, 0.177057, -0.1149971, -0.9476876, 0.41, 7.317004, 0.21
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1511191, 0.8561857, 0.5949317, 0.01, -0.2108926, 0.2104271, -0.1477886, -0.9430819, 0.46, 7.386391, 0.235
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1384791, 0.9369367, 0.5517586, 0.01, -0.2257116, 0.3858128, -0.2880356, -0.8468993, 0.7, 22.78378, 0.355
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1374262, 0.9344814, 0.5523089, 0.13, -0.2242115, 0.3853598, -0.2867765, -0.8479305, 0.67, 22.79825, 0.4
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1365564, 0.9321191, 0.5535086, 0.22, -0.224109, 0.3846362, -0.2828214, -0.8496131, 0.67, 22.81208, 0.445
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1358387, 0.9297309, 0.5548832, 0.34, -0.2250487, 0.3831954, -0.2782015, -0.8515388, 0.66, 22.82597, 0.5
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1354295, 0.927314, 0.5567358, 0.35, -0.2281988, 0.3811032, -0.2734339, -0.8531821, 0.62, 22.83964, 0.485
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1349947, 0.9248888, 0.558346, 0.3, -0.2313285, 0.379564, -0.2688912, -0.8544682, 0.57, 22.85356, 0.435
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1348055, 0.9224497, 0.5601531, 0.19, -0.2339278, 0.3779587, -0.2648765, -0.855725, 0.54, 22.86747, 0.365
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.134616, 0.9199138, 0.5618571, 0.05, -0.233834, 0.3758587, -0.2640913, -0.8569177, 0.5, 22.88115, 0.275
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1360444, 0.9242469, 0.5731925, 0.01, -0.1503194, 0.3695334, -0.3111802, -0.8625636, 0.61, 23.28372, 0.31
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1346171, 0.934173, 0.573832, 0.03, -0.1229211, 0.3752307, -0.2956846, -0.8698638, 0.66, 23.32547, 0.345
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1321914, 0.9439283, 0.5737608, 0.04, -0.08947613, 0.3845292, -0.2777815, -0.8757675, 0.72, 23.367, 0.38
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1294149, 0.9514543, 0.5747133, 0.04, -0.06502538, 0.3931912, -0.255466, -0.8808573, 0.75, 23.40866, 0.395
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1259788, 0.9560024, 0.5759569, 0.03, -0.04706459, 0.3991114, -0.2412834, -0.8833331, 0.77, 23.45037, 0.4
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1206572, 0.9594091, 0.5763106, 0.01, -0.006056821, 0.4084332, -0.2423497, -0.880007, 0.82, 23.50575, 0.415
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1129399, 0.9624609, 0.577841, 0.02, 0.02536361, 0.4146374, -0.2352775, -0.8786792, 0.83, 23.58926, 0.425
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1073856, 0.966544, 0.5797952, 0.01, 0.04559829, 0.4193057, -0.22543, -0.8782282, 0.82, 23.67244, 0.415
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1054438, 0.9716195, 0.582938, 0.02, 0.06037005, 0.4126665, -0.2235161, -0.8809668, 0.79, 23.72802, 0.405
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1044397, 0.9759159, 0.5864279, 0.01, 0.05609202, 0.4110236, -0.2175745, -0.8835013, 0.83, 23.76979, 0.42
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1028044, 0.9815755, 0.589706, 0.03, 0.05995825, 0.409264, -0.2194737, -0.8835945, 0.83, 23.8252, 0.43
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1018564, 0.9839681, 0.5904776, 0.01, 0.05910805, 0.4106288, -0.2217233, -0.8824562, 0.84, 23.85299, 0.425
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09909677, 0.9913142, 0.5911418, 0.02, 0.06574096, 0.4111868, -0.2419567, -0.8763907, 0.77, 23.92229, 0.395
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09740432, 1.002279, 0.591718, 0.01, 0.08301621, 0.4111421, -0.2529615, -0.8718262, 0.66, 23.99193, 0.335
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09682053, 1.010422, 0.5942007, 0.01, 0.09033918, 0.4069134, -0.2504983, -0.8737911, 0.6, 24.03343, 0.305
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09562606, 1.03215, 0.6049777, 0, 0.1171614, 0.3856587, -0.2439702, -0.882054, 0.48, 24.14446, 0.24
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09284053, 1.04385, 0.6161614, 0.01, 0.12489, 0.3639361, -0.2280531, -0.8943964, 0.43, 24.2418, 0.22
9: offset_key_uni_0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08701298, 1.040717, 0.6367239, 0.03, 0.1071223, 0.3157064, -0.2074351, -0.9196874, 0.42, 24.3805, 0.225
